Query,relevant_transcript,relevance_score,old query
Who is the smartest people in the Big Bang Theory,"(6 7) Leonard: Hey, look who’s out after dark, like a big boy.",0,
Who is the smartest people in the Big Bang Theory,"(7 15) Bernadette: Oh, sure you did. Who’s Mama’s big space man?",0,
Who is the smartest people in the Big Bang Theory,"(3 2) Raj: Ooh, big talk from a man who was once treed by a chicken.",0,
Who is the smartest people in the Big Bang Theory,(10 12) Amy: What about the woman who just buttered your big flat feet?,0,
Who is the smartest people in the Big Bang Theory,"(7 19) Penny: Unless you’re sleeping with one of them, seeing other people isn’t a big deal.",0,
Who is the smartest people in the Big Bang Theory,(7 14) Scene: The apartment. Banging on door.,0,
Who is the smartest people in the Big Bang Theory,"(6 24) Sheldon: It’s not that big of an opportunity. And even if Hawking’s theories are correct, all they prove is where the universe came from, why everything exists and what its ultimate end will be. I mean, me? I’m interested in the big questions.",1,
Who is the smartest people in the Big Bang Theory,(9 8) Raj: I’m a little jealous of the people who get to do it.,0,
Who is the smartest people in the Big Bang Theory,(6 4) Sheldon: Lot of big talk from a man who can’t draw a chocolate chip cookie.,0,
Who is the smartest people in the Big Bang Theory,"(5 24) Penny: Hey, I know tons of people who got married in Vegas.",0,
Who is the smartest people in the Big Bang Theory,"(3 14) Security Guard: Oh, hey, it’s no big deal. My sister’s got a kid who’s special.",0,
Who is the smartest people in the Big Bang Theory,"(8 1) Penny: Well, I’m a people person. People like me. Some of my favourite people are people. I feel like I’m saying people a lot. People, people, people. Okay, I’m done.",0,
Who is the smartest people in the Big Bang Theory,"(8 3) Howard: Well, a lot of people who weren’t available, but then me.",0,
Who is the smartest people in the Big Bang Theory,"(8 8) Howard: Hey, lots of people wear matching pajamas who aren’t dating.",0,
Who is the smartest people in the Big Bang Theory,(10 21) Bernadette: What if she likes the people who work there more than us?,0,
Who is the smartest people in the Big Bang Theory,"(5 11) Jimmy: Aw, come on, you can figure it out. You’re like the smartest guy I’ve ever known.",0,
Who is the smartest people in the Big Bang Theory,"(7 20) Sheldon: It was. This seemed so elegant at the time, but now I realize I was just a simple country boy seduced by a big city theory with variables in all the right places.",0,
Who is the smartest people in the Big Bang Theory,"(7 3) Howard: Yes, to be fair, do people who went to Princeton get a head start?",0,
Who is the smartest people in the Big Bang Theory,(7 15) Amy: See if you guys can guess this one. Bang. Splat. Thud.,0,
Who is the smartest people in the Big Bang Theory,(1 11) Leonard: Alright (Bangs head on a trunk.) I just hit my head.,0,
Who is the smartest people in the Big Bang Theory,"(8 17) Penny: Whoa, that’s kind of a big step for a guy who only recently agreed to take his socks off.",0,
Who is the smartest people in the Big Bang Theory,"(5 6) Sheldon: No, I’m just allergic to people who get Nobel Prizes for no good reason.",1,
Who is the smartest people in the Big Bang Theory,"(9 15) Amy: People who are fans of an Internet show about flags? Trust me, they’re around.",0,
Who is the smartest people in the Big Bang Theory,"(10 6) Sheldon: We have people over all the time. We have the maintenance people, the pizza delivery man, that UPS driver who feels the need to ask how parts of me are hanging.",0,
Who is the smartest people in the Big Bang Theory,"(8 15) Amy: Well, I’d been thinking about a cellular automata approach to neuronal connectivity, and I thought it might have some interesting applications to string theory, it’s not a big deal.",0,
Who is the smartest people in the Big Bang Theory,(10 5) Howard: Maybe this is why people get fish tanks. Who just turned the porch lights on?,0,
Who is the smartest people in the Big Bang Theory,"(3 14) Sheldon: Senior theoretical particle physicist at CalTech, focusing on M theory, or, in layman’s terms, string theory.",0,
Who is the smartest people in the Big Bang Theory,"(1 10) Penny: It’s not a big deal, just a one night showcase, but they invite a lot of casting people and agents so, you never know.",0,
Who is the smartest people in the Big Bang Theory,(9 2) Penny: I guess my big problem is I never saw Leonard as the kind of guy who would do something like this.,0,
Who is the smartest people in the Big Bang Theory,"(9 22) Raj: Hey, while you decide, who was better in bed, big hot Zack or wheezy little Leonard? Neener neener.",0,
Who is the smartest people in the Big Bang Theory,(1 3) Leonard: We both have people in our lives who… want to nip intestinal polyps in the bud.,0,
Who is the smartest people in the Big Bang Theory,"(7 5) Sheldon: Well, I should hope so. I don’t see anyone else banging on this door to put up with your nonsense. Not even a good-bye? You see, that’s the kind of thing that makes people think you’re weird. Poor kid. She just doesn’t see it.",0,
Who is the smartest people in the Big Bang Theory,"(9 10) Penny: Come on, Sheldon. There are plenty of smart people who don’t have mental problems.",0,
Who is the smartest people in the Big Bang Theory,(3 11) Sheldon: Why is Leonard softly banging his head against his bedroom door?,0,
Who is the smartest people in the Big Bang Theory,(9 17) Sheldon: And it was Sheldon Cooper who said let’s speed this up. A lot of people want to talk.,0,
Who is the smartest people in the Big Bang Theory,"(2 11) Leonard: See ya. ‘Bye, Penny. Have fun. (Bangs head on door. Sheldon opens it.)",0,
Who is the smartest people in the Big Bang Theory,"(1 15) Sheldon: Well, she might be interested to know that I have refocused my research from bosonic string theory to heteronic string theory.",0,
Who is the smartest people in the Big Bang Theory,(4 13) Amy: Do you know anybody else who would appreciate an all-expense-paid spa weekend at a four-star resort in Big Sur?,0,
Who is the smartest people in the Big Bang Theory,"(1 10) Sheldon: Yea, who most people call Leo, but he also answers to Lee, remember that, it’s important.",0,
Who is the smartest people in the Big Bang Theory,"(4 17) Leonard: It’s not a party. It’s the same group of people who hang out here, hanging out over there.",0,
Who is the smartest people in the Big Bang Theory,"(4 23) Sheldon: Oh, I’m working on time-dependent backgrounds in string theory, specifically quantum field theory in D-dimensional de Sitter space.",0,
Who is the smartest people in the Big Bang Theory,"(10 17) Howard: Yeah, you’re a grown man who’s highly educated. You could charge people money to punch you.",0,
Who is the smartest people in the Big Bang Theory,"(3 12) Howard: Well, we could always learn more about why people who believe in psychics are idiots. Leonard?",0,
Who is the smartest people in the Big Bang Theory,"(10 20) Penny: Well, people who are abducted by aliens lose time. I mean, maybe it happens to the aliens, too.",0,
Who is the smartest people in the Big Bang Theory,"(6 18) Raj: I am a man who can’t talk to women, trying to figure out how to go on a romantic date with a girl who suffers from such crippling social anxiety she can’t be around other people.",0,
Who is the smartest people in the Big Bang Theory,"(10 21) Sheldon: So let’s hear from some people who were there at the very start. How, Howard, flashback sounds.",0,
Who is the smartest people in the Big Bang Theory,"(10 19) Leonard: Oh, it’s just nice to be with people who are happy to have me around. Isn’t that right, Halley?",0,
Who is the smartest people in the Big Bang Theory,"(8 14) Raj: You know what? At least you guys did something. You know, you, you had a theory, you wrote a paper, you made an actual contribution. All guys like this do is just stand on other people’s work.",0,
Who is the smartest people in the Big Bang Theory,"(2 1) Penny: You know, there are a lot of successful people in this country who are community college graduates.",0,
Who is the smartest people in the Big Bang Theory,(6 16) Raj: It’s nice that all the people who are lonely on Valentine’s Day can come here tonight and be together.,0,
Who is the smartest people in the Big Bang Theory,(10 17) Howard: What if there’s someone who just likes controlling other people and stealing joy from their lives?,0,
Who is the smartest people in the Big Bang Theory,"(3 19) Penny: Okay, I’m sorry, honey, but the Wesley Crushers sounds like a bunch of people who like Wesley Crusher.",0,
Who is the smartest people in the Big Bang Theory,"(10 3) Dr Koothrapalli: Look, some people are baby people, and some people are not baby people. It doesn’t mean you won’t love your own baby.",0,
Who is the smartest people in the Big Bang Theory,"(2 23) Leonard: Howard, this is big science. You could be the engineer who builds the equipment that puts us on the cover of magazines.",0,
Who is the smartest people in the Big Bang Theory,(9 4) Howard: Who cares? I thought the whole point of Footprints on the Moon was to write songs that make people think.,0,
Who is the smartest people in the Big Bang Theory,"(7 19) Bernadette: Well, there’s this lady in our office who’s retiring, and they were passing around one of those big cards for us to sign.",0,
Who is the smartest people in the Big Bang Theory,(2 14) Leonard: And that’s based on the inherent credit-worthiness of people who get drunk and urinate on police vehicles?,0,
Who is the smartest people in the Big Bang Theory,"(7 4) Leonard: Of course, who am I to argue with a check-plus student? Just warning you, I’m gonna go right. Don’t make a big deal out of it.",1,
Who is the smartest people in the Big Bang Theory,"(6 16) Raj: Well, uh, how about you keep the store open late, and we throw a party for all the people who don’t have dates?",0,
Who is the smartest people in the Big Bang Theory,"(10 19) Leonard: You know, it’s nice to spend time with people who don’t talk about work like it’s some kind of soap opera.",0,
Who is the smartest people in the Big Bang Theory,"(10 9) Raj: This is tough, but I’m going to say it’s the guy who shows me YouTube videos of people getting hit in the nuts.",0,
Who is the smartest people in the Big Bang Theory,(2 4) Raj: The people from People.,0,
Who is the smartest people in the Big Bang Theory,"(7 7) Leonard: You know what, Sheldon is the smartest person I have ever met. And he’s a little broken and he needs me. I guess I need him, too.",2,
Who is the smartest people in the Big Bang Theory,"(5 18) Sheldon: To paraphrase T.S. Eliot, this is the way the world ends, not with a bang but with a nephew.",0,
Who is the smartest people in the Big Bang Theory,"(9 24) Leonard: Oh, Sheldon invoked Rosa Parks to make somebody who cut the line feel bad, but only the white people felt bad.",0,
Who is the smartest people in the Big Bang Theory,"(9 7) Leonard: Well now instead of idolizing fictional characters, you can focus on the real people who are already in your life.",0,
Who is the smartest people in the Big Bang Theory,(3 5) Stuart: Everyone has a different theory.,0,
Who is the smartest people in the Big Bang Theory,"(5 12) Bernadette: Oh, ah, right. (Bangs drum and cymbal) And now, the great Howdini’s next miraculous illusion.",0,
Who is the smartest people in the Big Bang Theory,(1 13) Leonard: Prevost’s theory of exchanges.,0,
Who is the smartest people in the Big Bang Theory,(10 2) Sheldon: I am not a know-it-all. I’m a person who knows lots of things and likes to correct other people when they’re wrong.,2,
Who is the smartest people in the Big Bang Theory,(4 23) Raj: Hell Hounds. Who let the Satanic dogs out? Who? Who-who?,0,
Who is the smartest people in the Big Bang Theory,"(10 17) Sheldon: I’m a big boy, and if I missed one, I’d throw a big-boy tantrum.",1,
Who is the smartest people in the Big Bang Theory,(7 11) Howard: I know you’re starving. The neighbours know you’re starving. There’s starving people in Africa who know you’re starving.,0,
